Produto;Descricao;Unidade;Lote;Localizacao;Fisico;Sistema;Diferenca;Custo STD;Valor Total
81310;GKN PP 11 176;Kg;1759185;PB-PB00001;               0,000;             500,000;       500,0000;         2,0000;     1.000,0000
81310;GKN PP 11 176;Kg;1759185;WC-05B020;               0,000;           1.000,000;     1.000,0000;         2,3000;     2.300,0000
81310;GKN PP 11 176;Kg;1759185;WC-05C012;               0,000;           3.000,000;     3.000,0000;         2,3000;     6.900,0000
81310;GKN PP 11 176;Kg;1759185;WC-05C020;               0,000;           2.000,000;     2.000,0000;         2,3000;     4.600,0000
81310;GKN PP 11 176;Kg;1759185;WC-05C025;               0,000;           2.046,000;     2.046,0000;         2,3000;     4.705,8000
81310;GKN PP 11 176;Kg;1814905;PA-PA00011;               0,000;           3.000,000;     3.000,0000;         9,5000;    28.500,0000
81310;GKN PP 11 176;Kg;1821722;WC-05B030;               0,000;           2.000,000;     2.000,0000;         3,2000;     6.400,0000
81310;GKN PP 11 176;Kg;1821722;WC-05B031;               0,000;           1.009,000;     1.009,0000;         3,2000;     3.228,8000
81310;GKN PP 11 176;Kg;1824975;PA-PA00011;               0,000;          10.036,000;    10.036,0000;         2,3000;    23.082,8000
81311;GKN PP 11 177;Kg;1809503;WC-05B061;               0,000;           1.046,000;     1.046,0000;         2,3000;     2.405,8000
81318;BS 314;Kg;1821720;WC-05E031;               0,000;             969,000;       969,0000;         9,2000;     8.914,8000
81319;GKN PP 11 180;Kg;1767844;WC-05C031;               0,000;           1.030,000;     1.030,0000;         9,8000;    10.094,0000
81330;90 01 10;Kg;1724085;WC-15A020;               0,000;           1.000,000;     1.000,0000;         2,0000;     2.000,0000
81330;90 01 10;Kg;1747991;PA-PA00001;               0,000;              10,000;        10,0000;         9,5000;        95,0000
81330;90 01 10;Kg;1813049;WC-05H060;               0,000;           1.000,000;     1.000,0000;         9,0000;     9.000,0000
81330;90 01 10;Kg;1813049;WC-05H062;               0,000;           2.000,000;     2.000,0000;         9,0000;    18.000,0000
81330;90 01 10;Kg;1813049;WC-05H063;               0,000;           1.000,000;     1.000,0000;         9,6000;     9.600,0000
81330;90 01 10;Kg;1813049;WC-05H064;               0,000;             980,000;       980,0000;         9,5000;     9.310,0000
81330;90 01 10;Kg;1819134;WC-05H060;               0,000;           1.000,000;     1.000,0000;         9,6000;     9.600,0000
81330;90 01 10;Kg;1819134;WC-05H064;               0,000;           2.000,000;     2.000,0000;         9,5000;    19.000,0000
81330;90 01 10;Kg;1819134;WC-05H065;               0,000;           1.019,000;     1.019,0000;         2,3000;     2.343,7000
81330;90 01 10;Kg;1821723;PA-PA00011;               0,000;           5.026,000;     5.026,0000;         9,6000;    48.249,6000
81350;GKN PP 11 130;Kg;1813990;WC-05A033;               0,000;             992,000;       992,0000;         2,3000;     2.281,6000
81350;GKN PP 11 130;Kg;1821714;WC-05B060;               0,000;           1.000,000;     1.000,0000;         3,2000;     3.200,0000
81350;GKN PP 11 130;Kg;1821714;WC-05B061;               0,000;           1.000,000;     1.000,0000;         3,2000;     3.200,0000
81350;GKN PP 11 130;Kg;1821714;WC-05B062;               0,000;           3.000,000;     3.000,0000;         3,2000;     9.600,0000
81350;GKN PP 11 130;Kg;1821714;WC-05B063;               0,000;           3.000,000;     3.000,0000;         2,3000;     6.900,0000
81350;GKN PP 11 130;Kg;1821714;WC-05B064;               0,000;           1.000,000;     1.000,0000;         2,3000;     2.300,0000
81350;GKN PP 11 130;Kg;1821714;WC-05B065;               0,000;           1.050,000;     1.050,0000;         2,3000;     2.415,0000
81351;MISTURA TERMO;Kg;1801963;WC-05A065;               0,000;             372,000;       372,0000;         2,3000;       855,6000
81396;GKN PP 11 198;Kg;1824977;WC-05A011;               0,000;           1.000,000;     1.000,0000;         9,2000;     9.200,0000
81396;GKN PP 11 198;Kg;1824977;WC-05A012;               0,000;             998,000;       998,0000;         9,8000;     9.780,4000
81925;ALD CR;Kg;1823129;PM-PM00002;               0,000;           2.000,000;     2.000,0000;         9,5000;    19.000,0000
81925;ALD CR;Kg;1823130;PM-PM00002;               0,000;           2.000,000;     2.000,0000;         9,6000;    19.200,0000
81925;ALD CR;Kg;1823131;PM-PM00002;               0,000;          30.000,000;    30.000,0000;         9,0000;   270.000,0000
81926;ASC CR;Kg;1823132;PM-PM00002;               0,000;              52,000;        52,0000;         9,6000;       499,2000
81926;ASC CR;Kg;1823133;PM-PM00002;               0,000;          40.000,000;    40.000,0000;         9,0000;   360.000,0000
81926;ASC CR;Kg;1823134;PM-PM00002;               0,000;          23.000,000;    23.000,0000;         9,6000;   220.800,0000
81926;ASC CR;Kg;1823134;WC-02B030;               0,000;              22,000;        22,0000;         9,5000;       209,0000
81969;A 705 CR;Kg;1802719;PM-PM00001;               0,000;          56.800,000;    56.800,0000;         2,0000;   113.600,0000
81969;A 705 CR;Kg;1823126;PM-PM00002;               0,000;          22.000,000;    22.000,0000;         2,3000;    50.600,0000
81969;A 705 CR;Kg;1823127;PA-PA00001;               0,000;          40.010,000;    40.010,0000;         9,5000;   380.095,0000
81969;A 705 CR;Kg;1823128;PA-PA00001;               0,000;              44,000;        44,0000;         2,3000;       101,2000
82002;CERA ACRAWAX C  POWDER;Kg;1814049;WC-01C021;               0,000;              33,000;        33,0000;         3,2000;       105,6000
82002;CERA ACRAWAX C  POWDER;Kg;1814049;WC-01C022;               0,000;             256,000;       256,0000;         3,2000;       819,2000
82002;CERA ACRAWAX C  POWDER;Kg;1825110;WC-01B012;               0,000;              33,000;        33,0000;         3,2000;       105,6000
82002;CERA ACRAWAX C  POWDER;Kg;1825110;WC-03A010;               0,000;           2.356,000;     2.356,0000;         2,3000;     5.418,8000
82002;CERA ACRAWAX C  POWDER;Kg;1825110;WC-03B030;               0,000;           1.256,000;     1.256,0000;         2,3000;     2.888,8000
82606;COBRE PAF;Kg;1797266;WC-01A021;               0,000;             236,000;       236,0000;         2,3000;       542,8000
82606;COBRE PAF;Kg;1825824;WC-03B030;               0,000;           1.000,000;     1.000,0000;         9,2000;     9.200,0000
82606;COBRE PAF;Kg;1825825;WC-03A030;               0,000;          21.458,000;    21.458,0000;         2,3000;    49.353,4000
82623;CERA DEUREX MA 7080;Kg;1682378;WC-01B032;               0,000;             255,000;       255,0000;         9,6000;     2.448,0000
82623;CERA DEUREX MA 7080;Kg;1682378;WC-01C022;               0,000;             300,000;       300,0000;         9,0000;     2.700,0000
82623;CERA DEUREX MA 7080;Kg;1742831;WC-01A021;               0,000;             360,000;       360,0000;         9,8000;     3.528,0000
82623;CERA DEUREX MA 7080;Kg;1742831;WC-01B031;               0,000;             240,000;       240,0000;         9,5000;     2.280,0000
82658;REC 10;Kg;1825621;PB-PB00001;               0,000;             100,000;       100,0000;         9,6000;       960,0000
82658;REC 10;Kg;1825621;WC-03A010;               0,000;               5,000;         5,0000;         9,0000;        45,0000
82675;COBRE PAQ IND;Kg;1817700;WC-03A010;               0,000;             165,000;       165,0000;         9,6000;     1.584,0000
82675;COBRE PAQ IND;Kg;1819784;WC-03A010;               0,000;             250,000;       250,0000;         9,5000;     2.375,0000
82676;COBRE PAM;Kg;1815637;WC-01A050;               0,000;              98,000;        98,0000;         9,5000;       931,0000
82676;COBRE PAM;Kg;1818555;WC-03A010;               0,000;          30.000,000;    30.000,0000;         2,3000;    69.000,0000
82677;COBRE PAC;Kg;1794516;WC-01B010;               0,000;              52,000;        52,0000;         2,0000;       104,0000
82677;COBRE PAC;Kg;1815636;WC-03A010;               0,000;          40.000,000;    40.000,0000;         2,3000;    92.000,0000
82677;COBRE PAC;Kg;1820838;WC-03A010;               0,000;          23.000,000;    23.000,0000;         3,2000;    73.600,0000
82943;REC 20;Kg;1662532;PB-PB00001;               0,000;              22,000;        22,0000;         3,2000;        70,4000
82943;REC 20;Kg;1783931;PB-PB00001;               0,000;          40.010,000;    40.010,0000;         3,2000;   128.032,0000
82943;REC 20;Kg;1792911;WC-02A070;               0,000;              44,000;        44,0000;         2,3000;       101,2000
85782;Astaloy 20 Cu;Kg;1677734;PB-PB00001;               0,000;          56.800,000;    56.800,0000;         2,3000;   130.640,0000
85782;Astaloy 20 Cu;Kg;1677734;WC-02B070;               0,000;          22.000,000;    22.000,0000;         2,3000;    50.600,0000
85782;Astaloy 20 Cu;Kg;1677734;WD-06A010;               0,000;              33,000;        33,0000;         3,2000;       105,6000
85782;Astaloy 20 Cu;Kg;1715902;WC-02B070;               0,000;              33,000;        33,0000;         2,3000;        75,9000
85782;Astaloy 20 Cu;Kg;1715902;WD-06A010;               0,000;             256,000;       256,0000;         3,2000;       819,2000
85812;Astaloy CrA;Kg;1685125;WC-05A064;               0,000;           2.356,000;     2.356,0000;         3,2000;     7.539,2000
85812;Astaloy CrA;Kg;1685125;WC-05A065;               0,000;           1.256,000;     1.256,0000;         2,3000;     2.888,8000
85814;TESOURADA/SHREDED;Kg;1813155;PM-PM00001;               0,000;             236,000;       236,0000;         2,3000;       542,8000
85814;TESOURADA/SHREDED;Kg;1813156;PM-PM00001;               0,000;          21.458,000;    21.458,0000;         2,3000;    49.353,4000
85814;TESOURADA/SHREDED;Kg;1813157;PM-PM00001;               0,000;           1.000,000;     1.000,0000;         2,3000;     2.300,0000
85814;TESOURADA/SHREDED;Kg;1813158;PM-PM00001;               0,000;             360,000;       360,0000;         9,2000;     3.312,0000
85814;TESOURADA/SHREDED;Kg;1813159;PM-PM00001;               0,000;             240,000;       240,0000;         9,8000;     2.352,0000
85814;TESOURADA/SHREDED;Kg;1813160;PM-PM00001;               0,000;             255,000;       255,0000;         9,5000;     2.422,5000
85814;TESOURADA/SHREDED;Kg;1813163;PM-PM00001;               0,000;             300,000;       300,0000;         9,6000;     2.880,0000
85814;TESOURADA/SHREDED;Kg;1813345;PM-PM00001;               0,000;             100,000;       100,0000;         9,0000;       900,0000
85814;TESOURADA/SHREDED;Kg;1813345;WR-WR00001;               0,000;             300,000;       300,0000;         9,0000;     2.700,0000
85814;TESOURADA/SHREDED;Kg;1825682;WR-WR00001;               0,000;             100,000;       100,0000;         9,6000;       960,0000
85814;TESOURADA/SHREDED;Kg;1827125;WC-RECEB;               0,000;               5,000;         5,0000;         9,6000;        48,0000
85815;SUCATA MISTA TESOURADA;Kg;1810522;PM-PM00001;               0,000;               5,000;         5,0000;         9,5000;        47,5000
85815;SUCATA MISTA TESOURADA;Kg;1813153;PM-PM00001;               0,000;             165,000;       165,0000;         9,5000;     1.567,5000
85815;SUCATA MISTA TESOURADA;Kg;1813153;WR-WR00001;               0,000;              52,000;        52,0000;         3,2000;       166,4000
85815;SUCATA MISTA TESOURADA;Kg;1813268;WR-WR00001;               0,000;          40.000,000;    40.000,0000;         3,2000;   128.000,0000
85815;SUCATA MISTA TESOURADA;Kg;1813962;WR-WR00001;               0,000;          23.000,000;    23.000,0000;         3,2000;    73.600,0000
85815;SUCATA MISTA TESOURADA;Kg;1815476;WR-WR00001;               0,000;              22,000;        22,0000;         3,2000;        70,4000
85815;SUCATA MISTA TESOURADA;Kg;1817585;WR-WR00001;               0,000;          40.010,000;    40.010,0000;         3,2000;   128.032,0000
85815;SUCATA MISTA TESOURADA;Kg;1819281;WR-WR00001;               0,000;              44,000;        44,0000;         3,2000;       140,8000
85815;SUCATA MISTA TESOURADA;Kg;1821736;WR-WR00001;               0,000;          56.800,000;    56.800,0000;         3,2000;   181.760,0000
85815;SUCATA MISTA TESOURADA;Kg;1821761;PM-PM00001;               0,000;             250,000;       250,0000;         2,3000;       575,0000
85815;SUCATA MISTA TESOURADA;Kg;1821823;WR-WR00001;               0,000;          22.000,000;    22.000,0000;         3,2000;    70.400,0000
85815;SUCATA MISTA TESOURADA;Kg;1825063;WR-WR00001;               0,000;              33,000;        33,0000;         3,2000;       105,6000
85815;SUCATA MISTA TESOURADA;Kg;1825674;WR-WR00001;               0,000;              33,000;        33,0000;         3,2000;       105,6000
85815;SUCATA MISTA TESOURADA;Kg;1825676;WR-WR00001;               0,000;             256,000;       256,0000;         3,2000;       819,2000
85815;SUCATA MISTA TESOURADA;Kg;1826615;WR-WR00001;               0,000;           2.356,000;     2.356,0000;         3,2000;     7.539,2000
85815;SUCATA MISTA TESOURADA;Kg;1827235;WC-RECEB;               0,000;              98,000;        98,0000;         2,0000;       196,0000
85815;SUCATA MISTA TESOURADA;Kg;1827236;WC-RECEB;               0,000;          30.000,000;    30.000,0000;         2,3000;    69.000,0000
85817;Astaloy CrA;Kg;1707987;WC-05A065;               0,000;           1.256,000;     1.256,0000;         2,2000;     2.763,2000
85824;CAVACO DE AÇO - COFAP;Kg;1827174;WC-RECEB;               0,000;             236,000;       236,0000;         2,2000;       519,2000
85824;CAVACO DE AÇO - COFAP;Kg;1827175;WC-RECEB;               0,000;          21.458,000;    21.458,0000;         2,2000;    47.207,6000
85824;CAVACO DE AÇO - COFAP;Kg;1827176;WC-RECEB;               0,000;           1.000,000;     1.000,0000;         2,2000;     2.200,0000
85824;CAVACO DE AÇO - COFAP;Kg;1827177;WC-RECEB;               0,000;             360,000;       360,0000;         2,2000;       792,0000
85835;SUCATA DE PEÇAS;Kg;1602943;WC-15A020;               0,000;             240,000;       240,0000;         2,2000;       528,0000
85835;SUCATA DE PEÇAS;Kg;1662277;WC-15A020;               0,000;             255,000;       255,0000;         2,2000;       561,0000
85837;ALUMINIO EM PO - METAL TABLETS;Kg;1815431;PT-PT00001;               0,000;             300,000;       300,0000;         3,2000;       960,0000
85837;ALUMINIO EM PO - METAL TABLETS;Kg;1819867;WC-12A010;               0,000;             100,000;       100,0000;         3,2000;       320,0000
85838;ESTEARATO ALUMINIO M TABLETS;Kg;1803716;WC-NU001;               0,000;             115,900;       115,9000;         2,3000;       266,5700
85838;ESTEARATO ALUMINIO M TABLETS;Kg;1821807;WC-03A010;               0,000;               5,000;         5,0000;         2,3000;        11,5000
85841;PACOTES DE ESTAMPARIA LEVE;Kg;1805920;PM-PM00001;               0,000;           3.240,000;     3.240,0000;         2,3000;     7.452,0000
85841;PACOTES DE ESTAMPARIA LEVE;Kg;1805920;PM-PM00002;               0,000;           1.000,000;     1.000,0000;         3,2000;     3.200,0000
85841;PACOTES DE ESTAMPARIA LEVE;Kg;1806568;PM-PM00001;               0,000;           6.510,000;     6.510,0000;         2,3000;    14.973,0000
85841;PACOTES DE ESTAMPARIA LEVE;Kg;1806666;PM-PM00001;               0,000;          10.050,000;    10.050,0000;         3,2000;    32.160,0000
85841;PACOTES DE ESTAMPARIA LEVE;Kg;1807415;PM-PM00001;               0,000;           2.356,000;     2.356,0000;         3,2000;     7.539,2000
85841;PACOTES DE ESTAMPARIA LEVE;Kg;1808792;PM-PM00001;               0,000;           1.256,000;     1.256,0000;         3,2000;     4.019,2000
85841;PACOTES DE ESTAMPARIA LEVE;Kg;1811363;PM-PM00001;               0,000;             236,000;       236,0000;         2,3000;       542,8000
85841;PACOTES DE ESTAMPARIA LEVE;Kg;1812969;PM-PM00001;               0,000;          21.458,000;    21.458,0000;         2,3000;    49.353,4000
85841;PACOTES DE ESTAMPARIA LEVE;Kg;1813809;PM-PM00001;               0,000;           1.000,000;     1.000,0000;         2,3000;     2.300,0000
85841;PACOTES DE ESTAMPARIA LEVE;Kg;1813999;PM-PM00001;               0,000;             360,000;       360,0000;         2,3000;       828,0000
85841;PACOTES DE ESTAMPARIA LEVE;Kg;1814959;PM-PM00001;               0,000;             240,000;       240,0000;         9,2000;     2.208,0000
85841;PACOTES DE ESTAMPARIA LEVE;Kg;1815633;PM-PM00001;               0,000;             255,000;       255,0000;         3,2000;       816,0000
85841;PACOTES DE ESTAMPARIA LEVE;Kg;1815678;PM-PM00001;               0,000;             300,000;       300,0000;         3,2000;       960,0000
85841;PACOTES DE ESTAMPARIA LEVE;Kg;1816968;PM-PM00001;               0,000;             100,000;       100,0000;         2,3000;       230,0000
85841;PACOTES DE ESTAMPARIA LEVE;Kg;1817619;PM-PM00001;               0,000;               5,000;         5,0000;         2,3000;        11,5000
85841;PACOTES DE ESTAMPARIA LEVE;Kg;1818298;PM-PM00001;               0,000;             115,900;       115,9000;         2,3000;       266,5700
85841;PACOTES DE ESTAMPARIA LEVE;Kg;1818556;PM-PM00001;               0,000;           3.240,000;     3.240,0000;         2,3000;     7.452,0000
85841;PACOTES DE ESTAMPARIA LEVE;Kg;1819244;PM-PM00001;               0,000;           6.510,000;     6.510,0000;         3,2000;    20.832,0000
85841;PACOTES DE ESTAMPARIA LEVE;Kg;1819244;WR-WR00001;               0,000;           7.690,000;     7.690,0000;         2,3000;    17.687,0000
85841;PACOTES DE ESTAMPARIA LEVE;Kg;1819269;WR-WR00001;               0,000;          32.510,000;    32.510,0000;         2,3000;    74.773,0000
85841;PACOTES DE ESTAMPARIA LEVE;Kg;1819554;WR-WR00001;               0,000;          14.100,000;    14.100,0000;         9,2000;   129.720,0000
85841;PACOTES DE ESTAMPARIA LEVE;Kg;1819555;WR-WR00001;               0,000;          13.490,000;    13.490,0000;         3,2000;    43.168,0000
85841;PACOTES DE ESTAMPARIA LEVE;Kg;1819825;WR-WR00001;               0,000;          34.460,000;    34.460,0000;         3,2000;   110.272,0000
85841;PACOTES DE ESTAMPARIA LEVE;Kg;1820577;WR-WR00001;               0,000;          15.420,000;    15.420,0000;         2,3000;    35.466,0000
85841;PACOTES DE ESTAMPARIA LEVE;Kg;1820964;WR-WR00001;               0,000;           8.800,000;     8.800,0000;         2,3000;    20.240,0000
85841;PACOTES DE ESTAMPARIA LEVE;Kg;1822442;WR-WR00001;               0,000;          31.530,000;    31.530,0000;         2,3000;    72.519,0000
85841;PACOTES DE ESTAMPARIA LEVE;Kg;1824919;PM-PM00001;               0,000;           6.510,000;     6.510,0000;         3,2000;    20.832,0000
85841;PACOTES DE ESTAMPARIA LEVE;Kg;1824920;WR-WR00001;               0,000;          19.250,000;    19.250,0000;         2,3000;    44.275,0000
85841;PACOTES DE ESTAMPARIA LEVE;Kg;1824921;WR-WR00001;               0,000;          17.570,000;    17.570,0000;         3,2000;    56.224,0000
85841;PACOTES DE ESTAMPARIA LEVE;Kg;1825680;WC-RECEB;               0,000;           2.370,000;     2.370,0000;         2,3000;     5.451,0000
85841;PACOTES DE ESTAMPARIA LEVE;Kg;1825681;WC-RECEB;               0,000;          28.730,000;    28.730,0000;         2,3000;    66.079,0000
85855;ESTAMPARIA LEVE DIRETO FONTE;Kg;1805122;PM-PM00001;               0,000;           4.260,000;     4.260,0000;         3,2000;    13.632,0000
85855;ESTAMPARIA LEVE DIRETO FONTE;Kg;1806623;PM-PM00001;               0,000;          25.595,000;    25.595,0000;         3,2000;    81.904,0000
85855;ESTAMPARIA LEVE DIRETO FONTE;Kg;1808682;PM-PM00001;               0,000;          18.310,000;    18.310,0000;         2,3000;    42.113,0000
85855;ESTAMPARIA LEVE DIRETO FONTE;Kg;1809548;PM-PM00001;               0,000;           3.265,000;     3.265,0000;         2,3000;     7.509,5000
85855;ESTAMPARIA LEVE DIRETO FONTE;Kg;1809548;WR-WR00001;               0,000;          19.675,000;    19.675,0000;         9,2000;   181.010,0000
85855;ESTAMPARIA LEVE DIRETO FONTE;Kg;1811145;WR-WR00001;               0,000;          14.950,000;    14.950,0000;         9,2000;   137.540,0000
85855;ESTAMPARIA LEVE DIRETO FONTE;Kg;1811880;WR-WR00001;               0,000;           8.720,000;     8.720,0000;         9,2000;    80.224,0000
85855;ESTAMPARIA LEVE DIRETO FONTE;Kg;1814746;WR-WR00001;               0,000;           8.800,000;     8.800,0000;         9,2000;    80.960,0000
85855;ESTAMPARIA LEVE DIRETO FONTE;Kg;1814988;PM-PM00001;               0,000;          12.340,000;    12.340,0000;         2,3000;    28.382,0000
85855;ESTAMPARIA LEVE DIRETO FONTE;Kg;1817773;WR-WR00001;               0,000;          31.530,000;    31.530,0000;         9,2000;   290.076,0000
85855;ESTAMPARIA LEVE DIRETO FONTE;Kg;1819145;WR-WR00001;               0,000;          19.250,000;    19.250,0000;         9,2000;   177.100,0000
85855;ESTAMPARIA LEVE DIRETO FONTE;Kg;1819794;WR-WR00001;               0,000;          17.570,000;    17.570,0000;         9,2000;   161.644,0000
85855;ESTAMPARIA LEVE DIRETO FONTE;Kg;1822106;PM-PM00001;               0,000;          17.920,000;    17.920,0000;         2,3000;    41.216,0000
85855;ESTAMPARIA LEVE DIRETO FONTE;Kg;1825072;PM-PM00001;               0,000;          23.690,000;    23.690,0000;         9,2000;   217.948,0000
85855;ESTAMPARIA LEVE DIRETO FONTE;Kg;1825677;WR-WR00001;               0,000;           4.260,000;     4.260,0000;         9,2000;    39.192,0000
85855;ESTAMPARIA LEVE DIRETO FONTE;Kg;1825723;PM-PM00001;               0,000;          16.590,000;    16.590,0000;         9,2000;   152.628,0000
85855;ESTAMPARIA LEVE DIRETO FONTE;Kg;1826562;WR-WR00001;               0,000;          25.595,000;    25.595,0000;         9,2000;   235.474,0000
85856;FERRO GUSA GRANULADO;Kg;1818169;PM-PM00001;               0,000;          18.310,000;    18.310,0000;         3,3000;    60.423,0000
85856;FERRO GUSA GRANULADO;Kg;1819267;PM-PM00001;               0,000;           3.265,000;     3.265,0000;         3,3000;    10.774,5000
85856;FERRO GUSA GRANULADO;Kg;1825675;PM-PM00001;               0,000;          12.340,000;    12.340,0000;         3,3000;    40.722,0000
85856;FERRO GUSA GRANULADO;Kg;1825827;WC-15A010;               0,000;          17.920,000;    17.920,0000;         3,3000;    59.136,0000
85856;FERRO GUSA GRANULADO;Kg;1827237;WC-RECEB;               0,000;          23.690,000;    23.690,0000;         3,3000;    78.177,0000
85857;SUCATA DE ESTAMPARIA PESADA;Kg;1811966;PM-PM00001;               0,000;          25.595,000;    25.595,0000;         2,3000;    58.868,5000
85857;SUCATA DE ESTAMPARIA PESADA;Kg;1812066;PM-PM00001;               0,000;          18.310,000;    18.310,0000;         2,3000;    42.113,0000
85857;SUCATA DE ESTAMPARIA PESADA;Kg;1812942;PM-PM00001;               0,000;           3.265,000;     3.265,0000;         2,3000;     7.509,5000
85857;SUCATA DE ESTAMPARIA PESADA;Kg;1813207;PM-PM00001;               0,000;          12.340,000;    12.340,0000;         2,3000;    28.382,0000
85857;SUCATA DE ESTAMPARIA PESADA;Kg;1813267;PM-PM00001;               0,000;          17.920,000;    17.920,0000;         2,3000;    41.216,0000
85857;SUCATA DE ESTAMPARIA PESADA;Kg;1813957;PM-PM00001;               0,000;          23.690,000;    23.690,0000;         2,3000;    54.487,0000
85857;SUCATA DE ESTAMPARIA PESADA;Kg;1813958;PM-PM00001;               0,000;           6.940,000;     6.940,0000;         2,3000;    15.962,0000
85857;SUCATA DE ESTAMPARIA PESADA;Kg;1813963;PM-PM00001;               0,000;          12.070,000;    12.070,0000;         2,3000;    27.761,0000
85857;SUCATA DE ESTAMPARIA PESADA;Kg;1814506;PM-PM00001;               0,000;          15.570,000;    15.570,0000;         2,3000;    35.811,0000
85857;SUCATA DE ESTAMPARIA PESADA;Kg;1814560;PM-PM00001;               0,000;          15.120,000;    15.120,0000;         2,3000;    34.776,0000
85857;SUCATA DE ESTAMPARIA PESADA;Kg;1815670;PM-PM00001;               0,000;          22.300,000;    22.300,0000;         2,3000;    51.290,0000
85857;SUCATA DE ESTAMPARIA PESADA;Kg;1815677;PM-PM00001;               0,000;          25.600,000;    25.600,0000;         2,3000;    58.880,0000
85857;SUCATA DE ESTAMPARIA PESADA;Kg;1817357;PM-PM00001;               0,000;          16.330,000;    16.330,0000;         2,3000;    37.559,0000
85857;SUCATA DE ESTAMPARIA PESADA;Kg;1817357;WR-WR00001;               0,000;          22.300,000;    22.300,0000;         2,3000;    51.290,0000
85857;SUCATA DE ESTAMPARIA PESADA;Kg;1817358;PM-PM00001;               0,000;          17.460,000;    17.460,0000;         2,3000;    40.158,0000
85857;SUCATA DE ESTAMPARIA PESADA;Kg;1817358;WR-WR00001;               0,000;          25.600,000;    25.600,0000;         2,3000;    58.880,0000
85857;SUCATA DE ESTAMPARIA PESADA;Kg;1819243;WR-WR00001;               0,000;          16.330,000;    16.330,0000;         2,3000;    37.559,0000
85857;SUCATA DE ESTAMPARIA PESADA;Kg;1819270;WR-WR00001;               0,000;          17.460,000;    17.460,0000;         2,3000;    40.158,0000
85857;SUCATA DE ESTAMPARIA PESADA;Kg;1819616;WR-WR00001;               0,000;          25.500,000;    25.500,0000;         2,3000;    58.650,0000
85857;SUCATA DE ESTAMPARIA PESADA;Kg;1819626;WR-WR00001;               0,000;          37.810,000;    37.810,0000;         2,3000;    86.963,0000
85857;SUCATA DE ESTAMPARIA PESADA;Kg;1819719;WR-WR00001;               0,000;          11.080,000;    11.080,0000;         2,3000;    25.484,0000
85857;SUCATA DE ESTAMPARIA PESADA;Kg;1819751;WR-WR00001;               0,000;          23.690,000;    23.690,0000;         2,3000;    54.487,0000
85857;SUCATA DE ESTAMPARIA PESADA;Kg;1819752;WR-WR00001;               0,000;           6.940,000;     6.940,0000;         2,3000;    15.962,0000
85857;SUCATA DE ESTAMPARIA PESADA;Kg;1820875;WR-WR00001;               0,000;          12.070,000;    12.070,0000;         2,3000;    27.761,0000
85857;SUCATA DE ESTAMPARIA PESADA;Kg;1820876;WR-WR00001;               0,000;          15.570,000;    15.570,0000;         2,3000;    35.811,0000
85857;SUCATA DE ESTAMPARIA PESADA;Kg;1820921;WR-WR00001;               0,000;          15.120,000;    15.120,0000;         2,3000;    34.776,0000
85857;SUCATA DE ESTAMPARIA PESADA;Kg;1821711;WR-WR00001;               0,000;          22.300,000;    22.300,0000;         2,3000;    51.290,0000
85857;SUCATA DE ESTAMPARIA PESADA;Kg;1821729;WR-WR00001;               0,000;          25.600,000;    25.600,0000;         2,3000;    58.880,0000
85857;SUCATA DE ESTAMPARIA PESADA;Kg;1821732;WR-WR00001;               0,000;          16.330,000;    16.330,0000;         2,3000;    37.559,0000
85857;SUCATA DE ESTAMPARIA PESADA;Kg;1821803;WR-WR00001;               0,000;          17.460,000;    17.460,0000;         2,3000;    40.158,0000
85857;SUCATA DE ESTAMPARIA PESADA;Kg;1822049;PM-PM00001;               0,000;          25.500,000;    25.500,0000;         2,3000;    58.650,0000
85857;SUCATA DE ESTAMPARIA PESADA;Kg;1822425;WR-WR00001;               0,000;          25.500,000;    25.500,0000;         2,3000;    58.650,0000
85857;SUCATA DE ESTAMPARIA PESADA;Kg;1822508;PM-PM00001;               0,000;          37.810,000;    37.810,0000;         2,3000;    86.963,0000
85857;SUCATA DE ESTAMPARIA PESADA;Kg;1822559;WR-WR00001;               0,000;          37.810,000;    37.810,0000;         2,3000;    86.963,0000
85857;SUCATA DE ESTAMPARIA PESADA;Kg;1822568;WR-WR00001;               0,000;          11.080,000;    11.080,0000;         2,3000;    25.484,0000
85857;SUCATA DE ESTAMPARIA PESADA;Kg;1824824;WR-WR00001;               0,000;          21.000,000;    21.000,0000;         2,3000;    48.300,0000
85857;SUCATA DE ESTAMPARIA PESADA;Kg;1824825;WR-WR00001;               0,000;          23.690,000;    23.690,0000;         2,3000;    54.487,0000
85857;SUCATA DE ESTAMPARIA PESADA;Kg;1824826;WR-WR00001;               0,000;           6.940,000;     6.940,0000;         2,3000;    15.962,0000
85857;SUCATA DE ESTAMPARIA PESADA;Kg;1824887;WR-WR00001;               0,000;          12.070,000;    12.070,0000;         2,3000;    27.761,0000
85857;SUCATA DE ESTAMPARIA PESADA;Kg;1825064;WR-WR00001;               0,000;          15.570,000;    15.570,0000;         2,3000;    35.811,0000
85857;SUCATA DE ESTAMPARIA PESADA;Kg;1825071;PM-PM00001;               0,000;          11.080,000;    11.080,0000;         2,3000;    25.484,0000
85857;SUCATA DE ESTAMPARIA PESADA;Kg;1825425;PM-PM00001;               0,000;          23.690,000;    23.690,0000;         2,3000;    54.487,0000
