121;NQ001464AAF60;TUBO RETO REF.PECA 8200138917;8200138917;3,239;TUBO BWTRP 4,76 X 0,711 MM (P.V.F. TRIVALENTE);TUBO BWTRP 4,76 X 0,711 MM (;3239
121;NQ001465AAF60;TUBO RETO REF.PECA 7700438156;7700438156;2,096;TUBO BWTRP 4,76 X 0,711 MM (P.V.F. TRIVALENTE);TUBO BWTRP 4,76 X 0,711 MM (;2096
121;NQ001466AAF60;TUBO RETO REF. PECA 46310EK000;46310EK000;1,237;TUBO BWTRP 4,76 X 0,711 MM (P.V.F. TRIVALENTE);TUBO BWTRP 4,76 X 0,711 MM (;1237
121;NQ001467AAF60;TUBO RETO REF. PECA 7700417813;7700417813;1,724;TUBO BWTRP 4,76 X 0,711 MM (P.V.F. TRIVALENTE);TUBO BWTRP 4,76 X 0,711 MM (;1724
121;NQ001468AAF60;TUBO RETO REF. PECA 1J614724N;1J614724N;1,627;TUBO ZNPA 4,76 X 0,71 MM FABRICACAO NACIONAL;TUBO ZNPA 4,76 X 0,71 MM FAB;1627
121;NQ001469AAF60;TUBO RETO REF. PECA 7700417814;7700417814;1,752;TUBO BWTRP 4,76 X 0,711 MM (P.V.F. TRIVALENTE);TUBO BWTRP 4,76 X 0,711 MM (;1752
121;NQ001470AAF60;TUBO RETO REF. PECA 462426S300;462426S300;1,331;TUBO BWTRP 4,76 X 0,711 MM (P.V.F. TRIVALENTE);TUBO BWTRP 4,76 X 0,711 MM (;1331
121;NQ001471AAF20;TUBO BWB 9,52 X 0,76 X 6000MM;NQ001471AA;6;TUBO BWTR 9,52 X 0,76 MM (PASSIVACAO TRIVALENTE);TUBO BWTR 9,52 X 0,76 MM (PA;6000
121;NQ001471AAF60;TUBO RETO REF. 7700417815;7700417815;0,301;TUBO BWTRP 4,76 X 0,711 MM (P.V.F. TRIVALENTE);TUBO BWTRP 4,76 X 0,711 MM (;301
121;NQ001472AAF20;TUBO BWB 9,52X0,89X6000MM;NQ001472AA;6;TUBO BWTR 9,52 X 0,89 MM (PASSIVACAO TRIVALENTE);TUBO BWTR 9,52 X 0,89 MM (PA;6000
121;NQ001472AAF60;TUBO RETO DE REF. 7700417816;7700417816;0,256;TUBO BWTRP 4,76 X 0,711 MM (P.V.F. TRIVALENTE);TUBO BWTRP 4,76 X 0,711 MM (;256
121;NQ001473AAF60;TUBO RETO DE REF. 7700433480;7700433480;1,091;TUBO BWTRP 4,76 X 0,711 MM (P.V.F. TRIVALENTE);TUBO BWTRP 4,76 X 0,711 MM (;1091
121;NQ001474AAF60;TUBO RETO REF. PECA 7700433482;7700433482;1,2;TUBO BWTRP 4,76 X 0,711 MM (P.V.F. TRIVALENTE);TUBO BWTRP 4,76 X 0,711 MM (;1200
121;NQ001475AAF60;TUBO RETO REF.PECA 8200138922;8200138922;0,463;TUBO BWTRP 4,76 X 0,711 MM (P.V.F. TRIVALENTE);TUBO BWTRP 4,76 X 0,711 MM (;463
121;NQ001476AAF60;TUBO RETO REF.PECA 175072BB00;175072BB00;0,572;TUBO PEWNITRP 7,94 X 0,71 MM 14 M (PVF TRIVALENTE);TUBO PEWNITRP 7,94 X 0,71 MM;572
121;NQ001477AAF20;TUBO BWS 4,76X0,71X3000MM;NQ001477AA;3;TUBO BWS 4,76 X 0,711 MM;TUBO BWS 4,76 X 0,711 MM;3000
121;NQ001477AAF60;TUBO RETO REF.PECA 8200138923;8200138923;0,923;TUBO BWTRP 4,76 X 0,711 MM (P.V.F. TRIVALENTE);TUBO BWTRP 4,76 X 0,711 MM (;923
121;NQ001478AAF20;TUBO BWS 6,00X0,71X6000MM;NQ001478AA;6;TUBO BWS 6,00 X 0,711 MM;TUBO BWS 6,00 X 0,711 MM;6000
121;NQ001478AAF60;TUBO RETO REF. PECA 6300000019;6300000019;0,342;TUBO PEWTRP 6,35 X 0,71 MM  (P.V.F. TRIVALENTE);TUBO PEWTRP 6,35 X 0,71 MM  ;342
121;NQ001479AAF20;TUBO BWS 6,35 X 0,71 X 6000MM;NQ001479AA;6;TUBO BWS 6,35 X 0,711 MM;TUBO BWS 6,35 X 0,711 MM;6000
121;NQ001479AAF60;TUBO RETO REF.PECA 175062BB20;175062BB20;1,467;TUBO PEWNITRP 7,94 X 0,71 MM 14 M (PVF TRIVALENTE);TUBO PEWNITRP 7,94 X 0,71 MM;1467
121;NQ001480AAF20;TUBO BWS 6,35X0,71X3200MM;NQ001480AA;3,2;TUBO BWS 6,35 X 0,711 MM;TUBO BWS 6,35 X 0,711 MM;3200
121;NQ001480AAF60;TUBO RETO REF.PECA 8200139108;8200139108;0,308;TUBO BWTRP 4,76 X 0,711 MM (P.V.F. TRIVALENTE);TUBO BWTRP 4,76 X 0,711 MM (;308
121;NQ001481AAF60;TUBO RETO REF. PECA 6300000020;6300000020;0,559;TUBO PEWTRP 6,35 X 0,71 MM  (P.V.F. TRIVALENTE);TUBO PEWTRP 6,35 X 0,71 MM  ;559
121;NQ001482AAF20;TUBO BWTR 4,76 X 0,71 X 6000MM;NQ001482AA;6;TUBO BWTR 4,76 X 0,71 MM (PASSIVACAO TRIVALENTE);TUBO BWTR 4,76 X 0,71 MM (PA;6000
121;NQ001482AAF60;TUBO RETO REF.PECA 175102BB20;175102BB20;2,188;TUBO PEWNITRP 7,94 X 0,71 MM 14 M (PVF TRIVALENTE);TUBO PEWNITRP 7,94 X 0,71 MM;2188
121;NQ001483AAF60;TUBO RETO REF.PECA 8200159652;8200159652;1,278;TUBO BWTRP 4,76 X 0,711 MM (P.V.F. TRIVALENTE);TUBO BWTRP 4,76 X 0,711 MM (;1278
121;NQ001484AAF60;TUBO RETO REF.PECA 8200159942;8200159942;1,149;TUBO BWTRP 4,76 X 0,711 MM (P.V.F. TRIVALENTE);TUBO BWTRP 4,76 X 0,711 MM (;1149
121;NQ001485AAF60;TUBO RETO REF.PECA 175072BB20;175072BB20;0,572;TUBO PEWNITRP 7,94 X 0,71 MM 14 M (PVF TRIVALENTE);TUBO PEWNITRP 7,94 X 0,71 MM;572
121;NQ001486AAF60;TUBO RETO REF.PECA 8200159964;8200159964;1,192;TUBO BWTRP 4,76 X 0,711 MM (P.V.F. TRIVALENTE);TUBO BWTRP 4,76 X 0,711 MM (;1192
121;NQ001487AAF60;TUBO RETO REF.PECA 175122BB50;175122BB50;1,316;TUBO PEWNITRP 7,94 X 0,71 MM 14 M (PVF TRIVALENTE);TUBO PEWNITRP 7,94 X 0,71 MM;1316
121;NQ001488AAF60;TUBO RETO REF.PECA 175072BB50;175072BB50;1,212;TUBO PEWNITRP 7,94 X 0,71 MM 14 M (PVF TRIVALENTE);TUBO PEWNITRP 7,94 X 0,71 MM;1212
121;NQ001489AAF60;TUBO RETO REF.PECA 8200159969;8200159969;1,274;TUBO BWTRP 4,76 X 0,711 MM (P.V.F. TRIVALENTE);TUBO BWTRP 4,76 X 0,711 MM (;1274
